id,cons,vmax,blank,vmin,spect,vart,component,rah,ram,ras,decd,decm,decs,epoch,d,zero,period,e0_hjd,phase_secondary
V348,Aql,12.7,-,13.7,EB,A2V,ALL,19,11,20.0,0,29,12.0,2000,0.0,0,0.665846,2452500.323,0.5
V368,Aql,5.0,-,16.5,NA+EA,pec Nova,PRI,19,26,34.4,7,36,13.6,2000,0.0,0,0.6905093,2452500.515,0.5
V406,Aql,13.1,-,15.5,EA,,PRI,19,11,2.7,1,11,24.5,2000,0.5,0,5.8188,2452503.95,0.5
V407,Aql,13.3,-,15.8,EA,,ALL,19,11,10.8,1,8,51.9,2000,0.2,0,1.1820162,2452500.208,0.5
V408,Aql,14.1,-,16.5,EA,,PRI,19,14,16.3,4,46,5.9,2000,0.3,0,2.83503,2452501.63,0.5
V409,Aql,11.4,-,12.2,EA,F5,PRI,19,17,58.5,0,40,44.0,2000,0.3,0,2.049407,2452500.19,0.5
V413,Aql,12.0,-,14.5,EA,OB e,PRI,19,24,50.9,2,29,42.4,2000,46.8,0,426.89,2452871.9,0.5
V414,Aql,14.0,-,15.7,EA,,PRI,19,26,49.6,4,59,8.0,2000,0.2,0,1.620861,2452500.779,0.5
V415,Aql,10.45,-,11.1,EA,F2,ALL,19,30,43.7,13,40,21.4,2000,0.4,0,4.9254949,2452500.0607,0.5
V416,Aql,13.7,-,15.1,EA,,PRI,19,33,39.5,0,32,22.9,2000,0.1,0,1.3380474,2452501.043,0.5
V417,Aql,10.53,-,11.13,EW,G2V,ALL,19,35,24.1,5,50,17.6,2000,0.0,0,0.3703132,2452500.304,0.5
V418,Aql,12.8,-,16.0,EA,F8III,PRI,19,36,39.4,3,57,0.3,2000,0.3,0,2.2349622,2452501.1399,0.5
V420,Aql,12.8,-,14.3,EA,,PRI,19,40,14.4,2,39,2.8,2000,0.5,0,3.532805,2452502.955,0.5
V479,Aql,13.2,-,14.6,EA,,ALL,18,50,19.6,10,40,24.1,2000,0.2,0,0.8335982,2452500.341,0.5
V557,Aql,13.4,-,15.6,EA,,PRI,19,54,41.9,3,21,46.7,2000,0.2,0,2.750532,2452500.2606,0.5
V589,Aql,14.7,-,16.4,EA,A5,pri,20,15,55.2,1,0,29.7,2000,0.1,0,1.290903,2452501.16,0.5
V602,Aql,11.9,-,13.5,EA,A2,PRI,19,51,0.6,16,26,44.1,2000,0.3,0,3.0124746,2452502.1634,0.5
V609,Aql,11.0,-,11.56,EB,F8,ALL,20,9,58.6,14,38,12.9,2000,0.0,0,0.796559,2452500.334,0.5
V616,Aql,14.2,-,15.0,EA,,PRI,19,31,36.1,10,49,6.7,2000,0.2,0,1.0031606,2452500.596,0.5
V630,Aql,14.3,-,16.0,EA,,PRI,19,35,42.5,7,52,10.8,2000,0.3,0,3.22199,2452500.39,0.5
V631,Aql,13.5,-,14.9,EA,,pri,19,35,45.8,12,3,24.2,2000,0.1,0,1.1551646,2452501.073,0.5
V634,Aql,14.8,-,16.2,EA,,PRI,19,36,40.4,7,2,42.1,2000,0.6,0,2.303275,2452500.997,0.5
V640,Aql,12.1,-,12.9,EB,,ALL,19,37,52.5,10,47,9.7,2000,0.0,0,0.5612187,2452500.3818,0.5
V647,Aql,14.7,-,15.6,EA,,PRI,19,38,55.6,11,14,53.1,2000,0.5,0,3.39924,2452500.9,0.5
V676,Aql,14.3,-,14.8,EW,,ALL,19,46,42.8,6,24,45.5,2000,0.0,0,0.5755905,2452500.38,0.5
V688,Aql,10.37,-,11.03,EB,B0,ALL,19,48,28.9,15,37,16.2,2000,0.0,0,3.889724,2452501.784,0.5
V694,Aql,11.6,-,12.5,EA,F0,ALL,19,50,19.2,7,50,14.6,2000,0.1,0,0.8205792,2452500.4092,0.5
V699,Aql,12.9,-,14.3,EW,,ALL,19,50,47.1,7,42,7.7,2000,0.0,0,0.8768929,2452500.1757,0.5
V714,Aql,13.9,-,14.8,EA,,ALL,19,54,6.3,7,53,33.0,2000,0.2,0,3.059839,2452502.71,0.5
V719,Aql,11.11,-,12.32,EA,K7V,PRI,19,55,30.6,7,25,42.6,2000,0.5,0,6.7509999,2452503.6754,0.5
V724,Aql,11.11,-,11.67,EW,G0,ALL,19,56,42.7,1,5,3.3,2000,0.0,0,0.5175941,2452500.405,0.5
V729,Aql,14.2,-,15.1,EA,,PRI,19,56,50.7,13,17,50.3,2000,0.3,0,1.281886,2452500.99,0.5
V760,Aql,12.6,-,13.8,EA,,PRI,20,0,40.1,8,42,6.3,2000,0.1,0,1.2598655,2452500.686,0.5
V761,Aql,12.7,-,14.1,EA,,PRI,20,0,27.3,14,21,37.8,2000,0.1,0,1.0693458,2452500.8526,0.5
V762,Aql,13.9,-,15.7,EA,,PRI,20,1,6.9,0,15,3.3,2000,0.0,0,2.166609,2452501.34,0.5
V765,Aql,12.23,-,13.0,EA,,ALL,20,2,4.9,-3,2,30.9,2000,0.1,0,1.7564892,2452500.219,0.5
V769,Aql,14.9,-,15.9,EA,,PRI,20,3,12.7,-3,40,48.9,2000,0.6,0,4.56199,2452500.32,0.5
V770,Aql,13.6,-,14.6,EA,,ALL,20,3,9.2,9,50,14.1,2000,0.2,0,1.5929138,2452501.5027,0.5
V784,Aql,13.3,-,14.4,EW,,ALL,20,7,7.2,13,29,59.0,2000,0.0,0,0.5876913,2452500.5443,0.5
V787,Aql,13.2,-,14.4,EA,,PRI,20,8,20.8,0,4,24.8,2000,0.1,0,0.7023268,2452500.54,0.5
V795,Aql,13.4,-,16.4,EA,,ALL,18,47,6.9,11,40,11.5,2000,1.2,0,12.0982,2452500.9,0.5
V799,Aql,12.1,-,13.1,EA,,PRI,18,55,48.8,-3,40,24.1,2000,0.2,0,2.10062,2452500.3,0.5
V802,Aql,12.5,-,13.3,EW,,ALL,18,58,54.8,-3,1,11.5,2000,0.0,0,0.2676064,2452500.203,0.5
V803,Aql,13.04,-,13.85,EW,,ALL,19,0,44.2,-7,28,54.5,2000,0.0,0,0.2634227,2452500.1896,0.5
V804,Aql,11.29,-,11.89,EW,,ALL,19,5,41.4,-6,13,3.8,2000,0.0,0,0.6553924,2452500.157,0.5
V805,Aql,7.6,-,8.25,EA,A2+A7,ALL,19,6,18.2,-11,38,57.3,2000,0.2,0,2.4082366,2452501.4713,0.5
V808,Aql,12.1,-,12.8,EA,,PRI,19,7,26.3,-9,33,48.5,2000,0.1,0,1.5738694,2452501.222,0.5
V822,Aql,6.96,-,7.61,EA,B2.5V,ALL,19,31,15.8,-2,6,36.8,2000,0.0,0,5.29503,2452500.24,0.5
V843,Aql,9.8,-,10.3,EA,B9,pri,19,5,26.4,-6,47,52.2,2000,0.0,0,9.02423,2452505.92,0.5
V866,Aql,14.6,-,16.0,EA,,PRI,18,49,25.0,-1,6,19.8,2000,0.2,0,1.196678,2452501.17,0.5
V869,Aql,14.7,-,15.9,EA,,PRI,19,19,41.8,-1,26,8.6,2000,0.2,0,1.0987168,2452500.59,0.5
V871,Aql,12.5,-,13.6,EA,,PRI,18,42,39.4,-3,9,27.6,2000,0.3,0,2.9526494,2452500.012,0.5
V871,Aql,12.5,-,13.6,EA,,SEC,18,42,39.4,-3,9,27.6,2000,0.3,0,2.952686,2452501.3402,0.5
V872,Aql,15.1,-,16.4,EA,,PRI,18,42,58.7,-2,13,52.5,2000,0.1,0,0.53889893,2452500.1904,0.5
V873,Aql,12.8,-,13.7,EW,,ALL,18,45,0.6,0,34,3.7,2000,0.0,0,0.3575735,2452500.418,0.5
V879,Aql,13.5,-,14.29,EW,,PRI,18,49,58.6,10,58,52.9,2000,0.0,0,0.27100702,2452500.2242,0.5
V887,Aql,13.5,-,14.1,EA,,ALL,19,0,19.0,13,44,39.2,2000,0.4,0,2.7160288,2452502.6487,0.5
V888,Aql,14.4,-,15.3,EA,,ALL,19,1,37.5,11,38,0.4,2000,0.1,0,5.742894,2452500.15,0.5
V889,Aql,8.52,-,9.1,EA,B9,PRI,19,18,49.8,16,15,0.3,2000,0.3,0,11.120653,2452510.31,0.5
V889,Aql,8.52,-,9.1,EA,B9,SEC,19,18,49.8,16,15,0.3,2000,0.3,0,11.120626,2452514.253,0.5
V897,Aql,16.1,-,16.9,EA,,PRI,19,57,40.6,-2,28,36.9,2000,0.0,0,3.09441,2452502.91,0.5
V914,Aql,15.0,-,16.5,EA,,ALL,19,2,51.9,-3,10,9.4,2000,0.3,0,3.33721,2452502.4,0.5
V917,Aql,12.09,-,13.7,EA,,PRI,19,10,52.2,12,8,59.5,2000,0.0,0,1.832425,2452501.168,0.5
V919,Aql,12.7,-,13.6,EB,,ALL,19,22,55.7,-1,2,31.3,2000,0.0,0,0.7952084,2452500.583,0.5
V933,Aql,15.3,-,17.1,EA,,PRI,18,59,56.4,-11,19,58.5,2000,0.5,0,6.04996,2452503.1,0.5
V936,Aql,14.0,-,15.0,EB,,PRI,19,0,17.5,-5,37,49.0,2000,0.0,0,0.4818201,2452500.042,0.5
V956,Aql,13.0,-,13.6,EW,,ALL,19,4,27.1,-10,46,51.4,2000,0.0,0,0.3961722,2452500.089,0.5
V962,Aql,11.77,-,14.0,EA,,PRI,19,6,44.0,13,21,40.5,2000,0.0,0,1.1650214,2452500.385,0.5
V964,Aql,13.6,-,14.4,EA,,ALL,19,10,56.6,-5,31,45.6,2000,0.2,0,1.2625603,2452500.846,0.5
V970,Aql,13.9,-,15.4,EA,,PRI,19,23,18.8,7,23,8.8,2000,0.2,0,1.2689922,2452500.11,0.5
V981,Aql,14.1,-,15.3,EB,,ALL,19,32,58.5,4,49,30.9,2000,0.0,0,1.0581515,2452501.06,0.5
V997,Aql,12.6,-,13.2,EA,,ALL,19,37,23.3,5,35,54.8,2000,0.3,0,3.5896869,2452501.37,0.5
V1010,Aql,14.4,-,15.0,EA,,PRI,19,41,22.7,9,36,37.8,2000,0.2,0,0.7195938,2452500.17,0.5
V1013,Aql,14.5,-,16.0,EA,,pri,19,41,43.4,14,30,38.4,2000,0.8,0,11.2659,2452504.9,0.5
V1024,Aql,14.4,-,15.0,EA,,pri,19,43,54.9,15,23,23.4,2000,0.3,0,1.790329,2452501.84,0.5
V1033,Aql,15.0,-,17.5,EA,,pri,19,46,44.8,14,21,57.1,2000,0.4,0,3.59965,2452502.62,0.5
V1045,Aql,12.6,-,13.4,EA,,ALL,19,51,5.4,15,19,19.0,2000,0.2,0,2.1937489,2452500.4777,0.5
V1046,Aql,13.4,-,14.5,EA,,PRI,19,51,20.3,15,19,8.3,2000,0.3,0,5.28314,2452501.79,0.5
V1075,Aql,13.5,-,14.5,EA,,ALL,20,0,17.3,15,34,10.5,2000,0.2,0,0.8809769,2452500.2423,0.5
V1096,Aql,12.6,-,13.3,EB,,ALL,20,8,45.3,14,54,33.6,2000,0.0,0,1.111416,2452500.712,0.5
V1097,Aql,13.9,-,15.0,EA,,ALL,20,8,49.8,15,59,28.1,2000,0.2,0,1.225234,2452500.491,0.5
V1112,Aql,12.9,-,13.8,EA,,ALL,19,7,39.2,0,23,6.4,2000,0.1,0,6.99038,2452502.34,0.5
V1135,Aql,15.5,-,16.6,EA,,PRI,19,31,4.2,0,18,45.7,2000,0.2,0,3.1454175,2452501.7032,0.5
V1138,Aql,15.7,-,17.0,EA,,PRI,19,33,46.9,2,57,44.8,2000,0.9,0,8.90655,2452502.47,0.5
V1154,Aql,14.6,-,15.8,EA,,PRI,19,44,43.0,4,36,12.4,2000,0.3,0,1.834987,2452500.07,0.5
V1164,Aql,14.5,-,16.0,EA,,PRI,19,54,39.2,-1,43,27.3,2000,0.0,0,3.21413,2452501.57,0.5
V1168,Aql,12.4,-,14.1,EA,,ALL,19,58,42.1,11,48,41.0,2000,0.2,0,1.2725682,2452501.195,0.5
V1182,Aql,8.55,-,8.74,EB,O8Vnn,ALL,18,55,23.1,9,20,48.1,2000,0.0,0,1.6218906,2452500.322,0.5
V1184,Aql,13.1,-,13.8,EW,,ALL,18,59,14.3,10,22,30.3,2000,0.0,0,0.56560728,2452500.3777,0.5
V1197,Aql,12.6,-,13.8,EA,,ALL,19,14,47.3,1,11,12.2,2000,0.1,0,0.9377313,2452500.888,0.5
V1243,Aql,13.0,-,14.4,EA,,ALL,19,29,29.6,5,37,13.2,2000,0.1,0,1.4060979,2452500.059,0.5
V1297,Aql,14.4,-,16.5,EA,,PRI,19,11,45.6,1,13,32.6,2000,0.3,0,1.914498,2452501.61,0.5
V1299,Aql,12.4,-,13.7,EA,,ALL,20,5,3.4,14,58,18.7,2000,0.2,0,1.791739,2452500.0164,0.5
V1315,Aql,14.3,-,16.25,EA+NL,pec e,PRI,19,13,54.5,12,18,3.2,2000,0.0,0,0.13969002,2452500.1169,0.5
V1331,Aql,7.72,-,8.04,EB,B1V,ALL,18,44,12.8,-1,33,15.6,2000,0.0,0,1.3641935,2452500.4676,0.5
V1340,Aql,14.3,-,15.7,EA,,PRI,18,44,16.0,-3,30,15.3,2000,0.3,0,1.59695,2452501.2,0.5
V1341,Aql,12.8,-,13.5,EW,,ALL,18,55,49.7,0,1,38.0,2000,0.0,0,0.30401337,2452500.1728,0.5
V1345,Aql,13.9,-,15.6,EA,,PRI,19,12,39.2,5,20,36.9,2000,0.4,0,3.028313,2452502.37,0.5
V1353,Aql,10.5,-,11.1,EB,A,ALL,19,24,20.6,16,2,43.3,2000,0.0,0,1.4148021,2452500.254,0.5
V1355,Aql,11.9,-,12.8,EB,,ALL,19,33,52.3,15,56,27.9,2000,0.0,0,0.5157884,2452500.4064,0.5
V1426,Aql,9.15,-,9.6,EA,G0,ALL,19,12,12.0,4,23,41.6,2000,0.1,0,1.1751588,2452501.108,0.5
V1430,Aql,10.5,-,12.2,EA/RS,G5V+K0III-,ALL,19,21,48.5,4,32,56.9,2000,0.1,0,0.8737209,2452500.4084,0.5
V1461,Aql,8.8,-,9.24,EA,A0,ALL,19,43,34.1,-9,4,2.0,2000,0.2,0,1.763056,2452501.722,0.5
V1470,Aql,7.84,-,7.96,EB,B9,ALL,20,4,9.3,11,47,40.2,2000,0.0,0,0.8349845,2452500.547,0.5
V1490,Aql,10.9,-,11.5,EA,,PRI,19,53,40.2,9,23,51.2,2000,0.2,0,1.615901,2452500.934,0.5
V1542,Aql,11.4,-,11.85,EW,,ALL,19,46,25.1,8,45,12.6,2000,0.0,0,0.4175385,2452500.026,0.5
V1646,Aql,11.9,-,12.7,EA,,PRI,19,34,21.5,3,54,43.4,2000,0.6,0,9.2784182,2452508.6808,0.5
V1646,Aql,11.9,-,12.7,EA,,SEC,19,34,21.5,3,54,43.4,2000,0.6,0,9.278346,2452513.3798,0.5
V1647,Aql,13.38,-,13.76,EW,,ALL,19,40,8.3,-10,22,26.4,2000,0.0,0,0.46358599,2452500.2909,0.5
V1665,Aql,8.09,-,8.4,EA,B9V,PRI,18,56,9.9,7,56,8.2,2000,0.3,0,3.8818126,2452500.3274,0.5
V1665,Aql,8.09,-,8.4,EA,B9V,SEC,18,56,9.9,7,56,8.2,2000,0.3,0,3.8816933,2452501.922,0.5
V1687,Aql,11.42,-,11.85,EW,,ALL,19,14,39.7,3,50,39.9,2000,0.0,0,0.5878049,2452500.414,0.5
V1692,Aql,12.15,-,12.42,EW,,ALL,19,26,28.2,7,11,49.3,2000,0.0,0,0.60925036,2452500.4194,0.5
V1695,Aql,10.85,-,11.29,EW,,ALL,19,38,22.3,-3,32,37.2,2000,0.0,0,0.4127784,2452500.356,0.5
V1700,Aql,8.27,-,8.64,EA,B9,ALL,20,0,55.4,7,24,41.5,2000,0.3,0,3.4008054,2452503.8121,0.5
V1713,Aql,10.61,-,11.15,EW,dK2,PRI,19,37,44.0,1,49,35.8,2000,0.0,0,0.5317274,2452500.29,0.5
V1714,Aql,11.76,-,12.45,EA,,ALL,19,39,39.5,9,34,10.1,2000,0.1,0,0.96299016,2452500.6853,0.5
V1747,Aql,10.34,-,11.0,EA,A0,PRI,19,7,23.4,8,43,32.4,2000,0.2,0,1.2742753,2452501.2639,0.5
V1799,Aql,11.46,-,12.2,EW,,ALL,19,13,50.5,11,9,43.8,2000,0.0,0,0.33484202,2452500.1672,0.5
V1808,Aql,9.14,-,9.49,EW,F5,ALL,19,23,49.1,8,18,25.6,2000,0.0,0,0.4238005,2452500.336,0.5
V1817,Aql,9.64,-,10.0,EA,,PRI,20,1,11.9,7,58,53.5,2000,0.1,0,0.78156296,2452500.2838,0.5
V1825,Aql,8.78,-,9.34,EA,F8,ALL,20,13,9.8,10,20,39.1,2000,0.2,0,1.7055155,2452501.021,0.5
V1828,Aql,13.13,-,13.93,EA,,ALL,20,20,0.5,4,37,56.5,2000,0.0,0,0.11037413,2452500.0537,0.5
R,Ara,6.17,-,7.32,EA,B9Vp,PRI,16,39,44.7,-56,59,39.9,2000,0.6,0,4.4252477,2452501.7218,0.5
RW,Ara,8.85,-,11.45,EA,A1IV,PRI,17,34,49.2,-57,8,50.5,2000,0.6,0,4.3673133,2452500.6499,0.5
VV,Ara,13.2,-,13.8,EA,,ALL,16,37,16.2,-53,10,51.1,2000,0.2,0,1.0093828,2452500.798,0.5
AA,Ara,13.0,-,14.9,EA,,ALL,16,40,28.6,-56,32,23.1,2000,1.7,0,8.5207645,2452501.1033,0.5
AF,Ara,13.6,-,14.7,EA,,PRI,16,37,16.8,-55,43,56.5,2000,0.2,0,0.84469,2452500.6,0.5
CY,Ara,12.3,-,13.6,EA,,PRI,17,14,47.7,-55,45,18.1,2000,0.0,0,3.0149094,2452501.6837,0.5
CY,Ara,12.3,-,13.6,EA,,SEC,17,14,47.7,-55,45,18.1,2000,0.0,0,3.0148664,2452503.2439,0.5
FU,Ara,10.3,-,10.85,EB,,ALL,17,33,32.3,-58,9,49.6,2000,0.0,0,0.8645076,2452500.288,0.5
LP,Ara,10.0,-,11.0,EB,B8,ALL,16,40,1.8,-46,39,34.9,2000,0.0,0,8.53294,2452503.44,0.5
LR,Ara,10.43,-,11.01,EA,B2,ALL,16,53,37.2,-61,35,11.3,2000,0.3,0,1.5195107,2452500.9545,0.5
LU,Ara,10.3,-,11.6,EA,,PRI,17,23,47.0,-55,3,43.8,2000,0.3,0,2.3801283,2452500.4773,0.5
V339,Ara,10.2,-,10.8,EA,,PRI,17,49,57.0,-49,29,18.7,2000,0.3,0,2.438855,2452501.602,0.5
V349,Ara,8.58,-,9.08,EA,A5V,ALL,16,39,22.6,-60,57,42.1,2000,0.4,0,2.651752,2452501.09,0.5
V535,Ara,7.17,-,7.75,EW,A8V,ALL,17,38,5.6,-56,49,17.3,2000,0.0,0,0.62930217,2452500.099,0.5
V536,Ara,11.7,-,13.0,EA,,PRI,17,40,14.4,-53,50,32.4,2000,0.3,0,2.37408,2452500.977,0.5
V537,Ara,8.64,-,8.94,EA,B7IV,ALL,17,48,0.1,-54,42,12.3,2000,0.0,0,1.87435,2452500.885,0.5
V539,Ara,5.71,-,6.24,EA+LPB,B2V+B3V,PRI,17,50,28.4,-53,36,44.6,2000,0.3,0,3.1690819,2452500.9622,0.5
V539,Ara,5.71,-,6.24,EA+LPB,B2V+B3V,SEC,17,50,28.4,-53,36,44.6,2000,0.3,0,3.169073,2452502.451,0.5
V610,Ara,8.86,-,9.31,EW,F0V,ALL,16,52,11.3,-57,15,41.9,2000,0.0,0,0.5431606,2452500.398,0.5
V616,Ara,8.15,-,8.51,EB,B3III,ALL,17,7,2.6,-47,0,11.4,2000,0.0,0,4.995216,2452503.63,0.5
V620,Ara,9.9,-,11.3,EA,B9III,PRI,17,47,13.1,-56,5,57.6,2000,0.3,0,3.10993,2452502.16,0.5
V651,Ara,14.6,-,15.4,EW,,ALL,16,43,55.5,-56,52,1.9,2000,0.0,0,0.27706084,2452500.319,0.5
V653,Ara,12.5,-,13.2,EW,,ALL,16,45,4.3,-54,58,55.0,2000,0.0,0,0.30074495,2452500.035,0.5
V659,Ara,13.9,-,14.5,EW,,ALL,16,46,31.4,-61,26,3.9,2000,0.0,0,0.2918802,2452500.092,0.5
V722,Ara,9.96,-,10.51,EA,,PRI,17,2,59.6,-57,6,42.3,2000,0.2,0,0.9889178,2452500.587,0.5
V870,Ara,9.0,-,9.4,EW,F8,ALL,18,8,22.7,-56,46,1.8,2000,0.0,0,0.3998254,2452500.043,0.5
V881,Ara,10.14,-,10.63,EA,F8,ALL,17,41,55.0,-45,34,15.5,2000,0.0,0,2.4188919,2452501.0956,0.5
V883,Ara,8.55,-,9.0,EA,ApSi,PRI,16,51,45.1,-50,17,46.5,2000,1.2,0,61.874793,2452501.9398,0.5
V883,Ara,8.55,-,9.0,EA,ApSi,SEC,16,51,45.1,-50,17,46.5,2000,1.2,0,61.871508,2452591.3061,0.5
RS,Ari,10.7,-,12.1,EA,F8IV-V+G5I,PRI,2,46,14.1,27,52,39.0,2000,0.9,0,8.803172,2452507.449,0.5
RX,Ari,9.4,-,10.1,EA,F2V,PRI,2,15,20.8,22,34,11.1,2000,0.2,0,1.02962,2452500.422,0.5
SS,Ari,10.1,-,10.63,EW,F8,ALL,2,4,18.4,24,0,2.3,2000,0.0,0,0.4059755,2452500.346,0.5
SZ,Ari,11.0,-,11.8,EA,F0,PRI,3,26,23.9,19,40,10.2,2000,0.2,0,1.717535,2452500.121,0.5
TX,Ari,11.4,-,12.6,EA,,PRI,3,5,51.8,28,34,4.0,2000,0.3,0,2.691342,2452502.19,0.5
WX,Ari,15.3,-,15.8,E+NL,pec e,pri,2,47,36.2,10,35,38.9,2000,0.0,0,0.1393512,2452500.139,0.5
XZ,Ari,13.84,-,14.06,EW,,ALL,2,32,24.1,28,3,4.7,2000,0.0,0,0.26546306,2452500.2009,0.5
AF,Ari,6.71,-,6.99,EA,G2IV,PRI,2,22,6.6,22,52,24.9,2000,0.0,0,153.138,2452522.415,0.5
AF,Ari,6.71,-,6.99,EA,G2IV,SEC,2,22,6.6,22,52,24.9,2000,0.0,0,152.58,2452616.1905,0.5
AG,Ari,8.14,-,8.42,EA,B9,PRI,2,26,27.0,12,53,55.8,2000,0.0,0,1.963139,2452500.132,0.5
AG,Ari,8.14,-,8.42,EA,B9,SEC,2,26,27.0,12,53,55.8,2000,0.0,0,1.9631217,2452501.083,0.5
AL,Ari,9.23,-,9.77,EA,F8,PRI,2,42,36.3,12,44,7.8,2000,0.2,0,3.747455,2452503.114,0.5
AL,Ari,9.23,-,9.77,EA,F8,SEC,2,42,36.3,12,44,7.8,2000,0.2,0,3.7474544,2452505.0301,0.5
AW,Ari,13.66,-,14.33,EW,,PRI,1,48,43.6,13,4,11.6,2000,0.0,0,0.38176532,2452500.255,0.5
BM,Ari,10.77,-,11.4,EW,,ALL,2,6,38.3,14,15,27.7,2000,0.0,0,0.484967,2452500.047,0.5
BN,Ari,10.38,-,11.02,EW,,ALL,2,9,7.8,26,29,6.9,2000,0.0,0,0.2993702,2452500.175,0.5
BO,Ari,9.77,-,10.19,EW,,ALL,2,12,8.8,27,8,18.2,2000,0.0,0,0.31819353,2452500.2879,0.5
BQ,Ari,10.28,-,10.55,EW,,ALL,2,48,40.7,13,44,48.0,2000,0.0,0,0.2823361,2452500.079,0.5
CL,Ari,9.75,-,10.31,EB,F2,ALL,3,29,6.6,27,24,49.0,2000,0.0,0,0.99359389,2452500.1372,0.5
T,Aur,4.1,-,15.5,NB+EA,pec Nova,PRI,5,31,59.1,30,26,45.5,2000,0.0,0,0.20437826,2452500.1064,0.5
RY,Aur,11.7,-,14.0,EA,B9,PRI,5,18,25.1,38,20,19.2,2000,0.4,0,2.725389,2452502.502,0.5
RZ,Aur,11.9,-,14.0,EA,A,PRI,5,49,22.4,31,42,8.7,2000,0.4,0,3.0105576,2452502.9469,0.5
SX,Aur,8.38,-,9.14,EB,B3V+B5V,PRI,5,11,42.9,42,9,55.3,2000,0.0,0,1.210083,2452500.3206,0.5
TT,Aur,8.4,-,9.51,EA,B2Vn,ALL,5,9,42.3,39,35,10.8,2000,0.3,0,1.3327319,2452500.228,0.5
WW,Aur,5.86,-,6.54,EA,A4m+A5m,ALL,6,32,27.2,32,27,17.6,2000,0.3,0,2.52501943,2452501.8144,0.5
XX,Aur,13.1,-,14.6,EB,,PRI,5,47,9.9,41,9,51.9,2000,0.0,0,5.41232,2452503.51,0.5
ZZ,Aur,10.75,-,11.69,EB,A7,ALL,5,45,42.2,41,8,59.2,2000,0.0,0,0.6012182,2452500.268,0.5
AH,Aur,10.18,-,0.5,EW,F7V,ALL,6,26,4.9,27,59,56.4,2000,0.0,0,0.4940972,2452500.44,0.5
AK,Aur,10.55,-,0.5,EA,A1,ALL,6,39,18.0,31,36,44.3,2000,0.6,0,4.7630324,2452501.6743,0.5
AM,Aur,10.08,-,11.22,EA,A8,pri,4,56,37.0,32,12,10.9,2000,1.9,0,13.61892,2452506.97,0.5
AP,Aur,11.0,-,0.54,EB,A2,PRI,7,23,50.3,36,26,52.7,2000,0.0,0,0.5693761,2452500.044,0.5
AR,Aur,6.15,-,6.82,EA,B9p+B9 Hg-,PRI,5,18,18.9,33,46,2.5,2000,0.3,0,4.1346629,2452501.4073,0.5
BC,Aur,11.6,-,13.2,EA,,ALL,5,46,16.5,32,50,50.0,2000,0.6,0,5.759654,2452505.66,0.5
BE,Aur,13.5,-,14.7,EA,,PRI,4,59,40.0,29,58,26.7,2000,0.2,0,2.104453,2452500.62,0.5
BF,Aur,8.7,-,9.48,EB,B5V+B5V,ALL,5,5,3.5,41,17,19.1,2000,0.0,0,1.583225,2452500.9508,0.5
CG,Aur,11.73,-,12.26,EA,A7,PRI,5,3,42.6,29,11,31.9,2000,0.2,0,1.8048544,2452501.6987,0.5
CG,Aur,11.73,-,12.26,EA,A7,SEC,5,3,42.6,29,11,31.9,2000,0.2,0,1.8048629,2452502.641,0.5
CI,Aur,12.4,-,13.6,EA,,PRI,5,9,22.9,29,27,16.4,2000,0.2,0,1.870031,2452501.045,0.5
CL,Aur,11.7,-,13.01,EA,A0,PRI,5,12,54.2,33,30,27.9,2000,0.2,0,1.2443766,2452500.179,0.5
CP,Aur,13.2,-,14.7,EA,,ALL,6,0,51.6,39,44,38.7,2000,0.2,0,2.7646174,2452502.272,0.5
CQ,Aur,9.04,-,9.37,EA/RS,G8IV+F5V,ALL,6,3,53.7,31,19,41.2,2000,1.5,0,10.6226,2452503.2,0.5
DN,Aur,13.3,-,13.72,RRC,,ALL,5,7,60.0,33,23,51.9,2000,0.1,0,0.6168816,2452500.465,0.5
DO,Aur,14.1,-,14.6,EA,,ALL,5,9,13.3,36,35,38.8,2000,0.1,0,0.7886553,2452500.748,0.5
EI,Aur,14.5,-,15.0,EA,,ALL,5,3,14.8,32,45,9.8,2000,0.2,0,1.2266952,2452500.102,0.5
EM,Aur,11.05,-,11.6,EB,A3,ALL,5,13,24.5,37,5,59.2,2000,0.0,0,1.8219578,2452500.7699,0.5
EO,Aur,7.56,-,8.13,EA,B3V+B3V,PRI,5,18,21.1,36,37,55.3,2000,0.5,0,4.0656493,2452500.254,0.5
EP,Aur,11.16,-,0.66,EB,F8,ALL,6,11,32.1,31,28,52.5,2000,0.0,0,0.5910104,2452500.489,0.5
EQ,Aur,12.72,-,14.2,EA,,PRI,6,50,27.3,35,21,46.2,2000,0.5,0,3.4293878,2452502.4173,0.5
EU,Aur,12.7,-,13.6,EA,,PRI,4,40,35.8,35,25,10.2,2000,0.4,0,3.521106,2452501.22,0.5
FG,Aur,11.65,-,12.55,EA,F7III,PRI,4,55,46.0,37,21,5.9,2000,1.8,0,13.6456,2452506.0,0.5
FN,Aur,11.9,-,13.1,EA,,ALL,5,39,46.0,32,34,4.7,2000,0.7,0,8.343132,2452504.542,0.5
FO,Aur,13.7,-,14.8,EA,,ALL,5,43,4.0,32,12,15.0,2000,0.1,0,0.6097589,2452500.353,0.5
FP,Aur,11.7,-,12.0,EA,A5,PRI,5,43,38.8,30,53,31.5,2000,0.2,0,0.9472342,2452500.2743,0.5
